search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Peso,Materiais do interior
198, Capacete Moto Sm Automatico Marino Pro Tork Motoboy Preto ,60,NA,222,895,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1543,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1002267350-capacete-moto-sm-automatico-marino-pro-tork-motoboy-preto-_JM?searchVariation=25199583943,958,332,148,56,49,#1002267350,"Preto,Amarelo,Azul,Branco,Preto,Preto com verde,Preto-fosco,Preto/Vermelho,Rosa,Vermelho,preto com rosa","56,58,60",Pro Tork,Sport Moto,Sport Moto,Integral,NA,ABS,NA,NA,NA,NA
199, Capacete Helt Cross Vision Zig Preto/vermelho Original Moto ,310,NA,100,21,12x,25.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,410,https://perfil.mercadolivre.com.br/CRISTINAFATIMARESENDE,https://produto.mercadolivre.com.br/MLB-1157629578-capacete-helt-cross-vision-zig-pretovermelho-original-moto-_JM?searchVariation=36193934362,361,45,1,2,1,#1157629578,Preto - Vermelho,"56,58,60,62",Helt,Motocros. Off-Road,Zig,Cross,Simple,ABS,Adultos,Unissex,1650 g,Poliestireno
200, Capacete De Moto Masculino New Four 4 Preto Fosco Promoção ,63,NA,289,208,12x,5.28,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/DM+ATACADISTA,https://produto.mercadolivre.com.br/MLB-994579414-capacete-de-moto-masculino-new-four-4-preto-fosco-promoco-_JM?searchVariation=21636968836,1033,334,141,30,22,#994579414,Negro Brillante,"56,58,60",Pro Tork,New Liberty,Liberty Four,Integral,Simple,Fibra,Adultos,Unissex,NA,Tecido em polister
201, Capacete Moto Pro Tork Evolution G4 Las Vegas + Viseira Fumê ,169,NA,84,2356,12x,14.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,315,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-765202652-capacete-moto-pro-tork-evolution-g4-las-vegas-viseira-fum-_JM?searchVariation=27055877295,247,47,14,1,6,#765202652,Preto,"56,58,60",Pro Tork,Masculino,Evolution Las Vegas,Integral,NA,ABS,NA,NA,NA,NA
202, Capacete Moto Taurus San Marino Classic ,138,NA,65,45,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,62,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1187500083-capacete-moto-taurus-san-marino-classic-_JM?searchVariation=39440299415,52,5,3,1,1,#1187500083,"PRETO FOSCO / 58,PRETO FOSCO / 60,Preto / 56,Preto / 58,Preto / 60",NA,Taurus,NA,Classic,Integral,Simple,ABS,Adultos,Unissex,NA,NA
203, Capacete Moto Cross Trilha Protork Mx Lyberty Pro S/viseira ,127,NA,44,143,12x,12.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1019,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1193549770-capacete-moto-cross-trilha-protork-mx-lyberty-pro-sviseira-_JM?searchVariation=34008666642,739,189,62,11,18,#1193549770,Negro Brillante,"58,60",Pro Tork,NA,Liberty Mx Cross,Cross,NA,ABS,Adultos,Unissex,NA,NA
204, Capacete De Moto Infantil Pro Tork Liberty Four Girls Rosa ,64,NA,268,820,12x,6.12,NA,Envio para todo o país,NA,NA,4.6,451,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-839112176-capacete-de-moto-infantil-pro-tork-liberty-four-girls-rosa-_JM?searchVariation=19775773094,333,77,31,6,4,#839112176,Rosa,54,Pro Tork,Capacetes,Liberty 4 Kids Feminino,Integral,NA,ABS,NA,NA,NA,NA
205, Capacete Moto Fechado R8 Viseira Camaleão Pro Tork Rosa ,98,NA,129,1713,12x,8.24,NA,Envio para todo o país,NA,NA,3,2,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108331624-capacete-moto-fechado-r8-viseira-camaleo-pro-tork-rosa-_JM?searchVariation=27951035208,0,0,2,0,0,#1108331624,"Rosa,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA
206, Capacete Moto Cross Infantil Kids Criança Ck-01 +óculos 788 ,154,NA,288,848,12x,14.80,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,228,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-762397352-capacete-moto-cross-infantil-kids-crianca-ck-01-oculos-788-_JM?searchVariation=26470252278,187,27,10,3,1,#762397352,Vermelho,54,Pro Tork,Infantil,CK-01,Cross,NA,ABS,NA,NA,NA,NA
207, Capacete Pro Tork New Liberty 3 Moto Motoqueiro Motociclista ,70,NA,239,90,12x,6.78,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1548,https://perfil.mercadolivre.com.br/PREMIUMSHOP-SP,https://produto.mercadolivre.com.br/MLB-1039627725-capacete-pro-tork-new-liberty-3-moto-motoqueiro-motociclista-_JM?searchVariation=29755934683,1142,274,100,14,18,#1039627725,"Branco,Azul,Branco,Cinza-claro,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,ABERTO,New Liberty 3,Aberto,NA,NA,NA,NA,NA,NA
208, Capacete Protork R8 Moto Fechado Rosa + Viseira Camaleão ,103,NA,48,2962,12x,9.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157031366-capacete-protork-r8-moto-fechado-rosa-viseira-camaleo-_JM?searchVariation=31300267416,NA,NA,NA,NA,NA,#1157031366,Rosa,"56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,1200 g,NA
209, Capacete Original Helt Cross Vision Triller Verde Fosco Moto ,305,NA,22,20,12x,25.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,410,https://perfil.mercadolivre.com.br/FEPA5204056,https://produto.mercadolivre.com.br/MLB-1167690274-capacete-original-helt-cross-vision-triller-verde-fosco-moto-_JM?searchVariation=36185673812,361,45,1,2,1,#1167690274,Grafite - Verde,"56,58,60,62",Helt,Motocros. Off-Road,630 Cross Vision Triller Green,Cross,Simple,ABS,Adultos,Unissex,1650 g,Poliestireno
210, Capacete Moto Pro Tork Evolution G6 Brasil + Viseira Iridium ,159,NA,48,1459,12x,13.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,6,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1165730086-capacete-moto-pro-tork-evolution-g6-brasil-viseira-iridium-_JM,5,0,1,0,0,#1165730086,"56,58,60",,Pro Tork,Evolution G6 BRASIL,788 EVOLUTION,Integral,NA,ABS,NA,NA,NA,NA
211, Capacete Moto New Atomic Bandeira Do Brasil Pro Tork Oferta ,166,NA,43,986,12x,13.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,426,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1181026342-capacete-moto-new-atomic-bandeira-do-brasil-pro-tork-oferta-_JM?searchVariation=33135288600,303,81,26,10,6,#1181026342,Branco,58,Pro Tork,NA,New Atomic,Aberto,Simple,Policarbonato,Adultos,Unissex,NA,Poliestireno
212, Capacete Moto Texx Toro Rosso Ls2 Norisk Shark Agv Preto ,229,NA,36,21,12x,19.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/WOLLOKO+MOTOR,https://produto.mercadolivre.com.br/MLB-1164006019-capacete-moto-texx-toro-rosso-ls2-norisk-shark-agv-preto-_JM?searchVariation=39884602756,2,1,0,0,0,#1164006019,Preto,58,TEXX,Capacete Motociclista,Like,Integral,Simple,ABS,Adultos,Unissex,NA,Micro Fibra Inteligente
213, Capacete Aberto Sem Viseira Liberty 2 Two Pro Tork Aba Moto ,68,NA,59,571,12x,6.59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,34,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1178482693-capacete-aberto-sem-viseira-liberty-2-two-pro-tork-aba-moto-_JM?searchVariation=32946924797,23,6,3,0,2,#1178482693,"Preto,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,NA,Liberty Two,Aberto,NA,NA,NA,NA,1600 g,NA
214, Capacete Sm Moto Automatico Marino Pro Tork Motoboy Promoção ,129,NA,198,172,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=DGMUAk%2F4ZzqCnJburd%2F53k1Y6AhJJz2wSlL3MMK7BVybMp6%2FzW6OprLcil9SAosnwF8UeVQeb3wIu%2BFwGxf34RP89xZklcjbOakwJ%2Fs0fpCobV5h6Pd1Q3ktlSftjaXnQSqnogYN7RgwjiY6XFn%2FXeHEAiPmtNn6b2VF4aTRdB5VtDi56IAxPWBay%2FWcPAFYinmUAvsBC61QdmrscQNUOxsZZG4NJDixpuyT0z6Oh%2FE7TvRpvvuINXQ8UKkddGFImC5Sgo8o7n%2B4wf93DRnwCPwB%2FiBV8wT9zduYxvSHwDIHy0T7jqnxBQIjaX9nuRj3doreK5oPk5DPMmgSkjb%2B4uCgUYcvVOE0oCZ6KW2tKzViLXYFr3J7HFWXHV%2B9oXkoylyAc%2Fg8aFgyzS7ZDqY5g8PCdX9sydvwcMFi1sDsnpsffWibKAJAx0jxwAjkP0lwtSd6P5jIK1KyyjOYWZi2b8j1cuDI%2FWngImCQ4ZpgNpEVh0ILiCW6SfcfEDBBg1lY%2F3tqCa81jzE6eZjpf%2BPBCTC3%2B7g8MdELSqSPGhGcNWcQVn9J1hOZMHOWRP2gRg96s1a4SCmGHFyG0xgPRImnj1QpnAy3s396bXqY9TDQMoh32uae6Yx3P8Adjcqx6PDAMOI%2BT49SF1KMb%2BqSsdwaq6r404wydC2V5lr%2BUQS9NhUgxIjwjrCGzQZvk2JC%2FGBlTCkpSYGu%2FeTpv%2FmCbQDMFE6i%2F2iCWPXMXdq7pPatCo4w2uoB34y8F3ZkRfZJ2y6O%2BMPI%2BvmGNU66C1QvEhH2mdud5JoXQ1YSty5%2FDFo7FPhZbWT9qaSA71a5Ng3ckYz5c%2FEGh0xmEb9myj2A3qhwfK5VHmHlMJBfQSQv8lWFcaNz1yn8w6LGghNLY51s3ktHdKrUAkTvx97zZiEQbfsfweHNKiK2vVFO4xnOC9e%2BiswJc2gXODRs7LHwoPacZOkW1qlGSCMqU0Vs9Ri780sHzcjtyynk1tN%2FtcOeqiVtllqbu%2Fs3vTgMKMigGiywBrPuH%2B%2BgrD%2F2nNff9cMCbX6VLNIHs%2BHdKwY9RhEsFsqFBEiWSfyiJlcsfhXrGj6TV6PlUr%2F0Ucdbb0tYDWhVAG1SWePcnLKvWgSuhcBHFcOo6z09w1Pc%2F4dkYUn%2BOy5RcUKyiz49HzzX5tzfjR2fTwLtSEgaKxO31OsH%2BUFWwvjarwFzscRZLHQboapSvx0yIW3nsai3dreR8QECHHneRE6%2B6T4LH%2FK15sMK8E569ddvrXRn3EN3Ocqssfyu%2Fja5bGvsMXNnYv%2BwGVJnhPVwGdCRPhJf0h2MYImqqbVdUQB7uHNdnkrc%2Bcl1xEgZzc6L8H64UDlf2xc8YOKfinrkfKiVlx7ifxTKqPw0lfOHPj6H%2Fb1XFUNW%2Fdwmz3%2BOTvNXV6vpC%2FyKyRzRFqTMh0VfOA%2B%2BKVDntMcikc4a%2BzUBb54xd%2Fe6Fzp9ZTNTzaYa%2B1O2k1qOwgAyCdGwM5QrfSH5qavIkG4oVSkvqqzqcLVgaqBmTIuvtOG72O4Nkuugpgfdg%2FnhUsbc%2BxdBYlCe%2F0Lnj27w9nkYMbIrBytyStfDnxr%2Fo2z%2B5COWuJrwfWwXMppoXcreifjnUPd26ghyGr2LV6%2BLFMkSd%2Fh4bY2ZXFczn%2BY%2BWqXdm4To3c8tC33zVW5Xkxxok2zhjWhd22d%2FA0rwedYeM%2BetOfe6L8LUY2zl79pJi%2BZwSw%3D%3D,1033,334,141,30,22,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA
215, Capacete Moto Infantil Protork New Liberty Kids Criança 54 ,60,NA,146,150,12x,5.74,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1543,https://perfil.mercadolivre.com.br/ROYAL+GOLDSHOP,https://produto.mercadolivre.com.br/MLB-1104019654-capacete-sm-moto-automatico-marino-pro-tork-motoboy-promoco-_JM?searchVariation=27640553632,958,332,148,56,49,#1104019654,"Preto-fosco,Amarelo,Branco,Negro Brillante,Preto com Branco,Preto com Rosa,Preto com Verde,Preto com Vermelho,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,sm 788,Sport Moto,Integral,NA,NA,NA,NA,NA,NA
216, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,142,NA,44,461,12x,11.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1019,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147314112-capacete-moto-infantil-protork-new-liberty-kids-crianca-54-_JM?searchVariation=30662002069,739,189,62,11,18,#1147314112,Marrom,54,Pro Tork,Kids,NEW LIBERTY,Integral,NA,NA,NA,NA,0.925 g,NA
217, Capacete Norisk Ff391 Wolf Preto Cinza Vermelho Lobo De Moto ,379,NA,37,91,12x,31.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,307,https://perfil.mercadolivre.com.br/TUDO-AKI,https://produto.mercadolivre.com.br/MLB-1080646498-capacete-norisk-ff391-wolf-preto-cinza-vermelho-lobo-de-moto-_JM?searchVariation=26320020186,247,39,17,4,0,#1080646498,Cinza,"54,56,58,60",NORISK,Fechado,FF391,Integral,NA,NA,NA,NA,NA,NA
218, Capacete Moto Articulado Mixs Captiva Street Rider Vermelho ,330,NA,72,18,12x,27.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,101,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-842569839-capacete-moto-articulado-mixs-captiva-street-rider-vermelho-_JM?searchVariation=14691113888,63,19,12,4,3,#842569839,"56,58,60,62",NA,Mixs,Capacete,Mixs Captiva Street Rider,Integral,Duplo,ABS,Adultos,Unissex,NA,NA
219, Capacete Moto Sm Automatico Marino Pro Tork Motoboy Preto ,59,NA,3126,1093,12x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1543,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-743657385-capacete-moto-sm-automatico-marino-pro-tork-motoboy-preto-_JM?searchVariation=27712116352,958,332,148,56,49,#743657385,Preto-brilhante,"56,58,60",Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,Unissex,NA,NA
220, Capacete Pro Tork Liberty 4 Moto Motoqueiro Motoboy Motocicl ,114,NA,173,175,12x,9.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=iBgBVKxHTHpefVSK1BctMrOC6gvlQ3VpQk75Vwwpp2qDSw32pG4jp48gSq9%2B%2B66Vw3TiLWDjdUv6z5RrM44SnGWRiZ2q69bqirOBqGnXQIH8Dbvp%2FoP%2BietQocEb7zbJdvn%2BQgmE8m03yb7rHhd3o0CIx57EgxTH3xf6HjXrOL1KCxgSMjofZRglmsPAPB8oimvuFX1JcR9CLbNJQKs3P%2BtyGe1SWkrYNFRyaAIluk%2BwUfLR8h95jzuHKbnmMFHnm9QRx9OFOA2Br1put7jfWVqpNSaDF%2FZOkePG179joey%2BZuREaxgrvXI9a4ugzvXtPEl1BCQFkxHZUJlnjkEzwMiOC%2FihUTsHiJ0Dh2kCsR8LM428T7OGF50EcTOTNtlESIoP48impHJ6gSi%2F58%2FCoo6%2FF5XWH4a6JqLPhdG5g5Au%2BFVfNdjsy553iH2h8ldB8tO7BJJzhL%2B3l7sierCUKk01eHVLhb%2FJwDmy%2B1DJPjOYe%2FwPfGKpe3W5ZYxapSGA%2BlS4Ln2jCepgvklp8t5jUAZNA6e%2FDM0hBwwndhMUYfWMpB%2FNpTO%2Fp97YF0tbqpOT%2FeLQKVrJQVoJf4B0pbZWIf6dRKi3qQ7TAl%2BZtA2Z7pOevDZnGvQyxrXBCRq%2BBBeQdeXgBlSKYismLbEmf%2Fd6kCBrDo6MB1%2FHvFgrgT5WIX8KXCsvt%2FMxIfJHSmbpbAIQ443jMcu%2BGB7LRBCr44U83R7ChBfh9vdZpT%2F8StHCuiw71LCZb2FnX2ZsHsNZUVa2TRMdSq5HGjsSqREHj0%2BR2l6tovZ7faHkzTEEzELk5FGX%2Fzmew01FS%2B6N9swOkAmtA9vj0gK%2BmK1Ru%2BBNVq6rVZ1W7AEQLCqhGXwZuFWTSXqgPvzRUHBjqwyHmWQJVxy%2F0QqVJKmnh852HN%2B0s86IiGV6Iw2S8GkhqQSNsQGJFPJQzDv3yQwwxfWKIupANK0yAaEPI%2BS5uhffQ7qyFiMdZfqHL2mPX4RTdFMh3xlENhif13Q761lsbLwXgNUg2E114zmxhah7HltpxiZRs%2FMfyBirgPMW1VZLIq0SxyLXUo2ekbDj%2FmjG6wPw4NsuZPY%2BuepFyC8UptiPrLuqE7Vsx6JBL%2FH1OHQJLtofevMdsODInl6OmXwkq%2BRGXCUgOdcnPQV6BCc2biICckhKICGm48ZOayqx2j4zR9o%2BMAcfqEmrcmwOsu8U5TlysNpgOlSoZT9JwZBIjSLleGmo%2ByBAI8VddjmesCMspuCUANA2tfENTzSxQt4txOR0IMj4zrXiKQkxiTirpQpezgTxNlWjIP7qtK8s8Na69bb1nfGN2Fq9PF7e5ex7sj12ejbJBqGRxcOjsY8huVKB31OItv0kP66T003GlZaGYXy8Vby0dCWOXuVBeZRW5CYl1V7bf8dRGF5CE7287kiWEO7J4qL9eusBFfJJhw2%2FcGK%2B1OgS34TsmNQAHcGrKuMMTrqFAEeSAccVpZKfKIsytFg0QfkP0jXsdn0CX1TxDmLe3Xe63zh0NKtx570IrM4rvh8JBzPVytd%2Fet4n1APMTfG8GzQ2%2FTHBU5yWmiDGosCQ9r6PPLlN6Mbu0PipCILVWBIVVyLCYwhvxbcWDooIdrt6rdHdrxB58ECKCxMvhzCiY9oRrEUuwigZagQt4Y1oq%2B7Gih5ldA5%2FqF%2FAlYh%2BxbN1huM3ADdRrLBZug2238W97hkE8GESIvo%3D,1033,334,141,30,22,#1122939289,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,Simple,ABS,Adultos,Unissex,NA,Berço Antialérgico
221, Capacete Moto Th1 New Adventure Masculino Pro Tork ,57,NA,92,263,10x,5.79,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/CMC+RIDERS,https://produto.mercadolivre.com.br/MLB-914520394-capacete-pro-tork-liberty-4-moto-motoqueiro-motoboy-motocicl-_JM?searchVariation=30897760688,1033,334,141,30,22,#914520394,Preto-fosco,"56,58,60",Pro Tork,FECHADO,LIBERTY 4,Aberto,NA,ABS,NA,NA,NA,NA
222, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,214,NA,35,2688,12x,17.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1186637729-capacete-moto-th1-new-adventure-masculino-pro-tork-_JM?searchVariation=33525696244,NA,NA,NA,NA,NA,#1186637729,"Preto,Amarelo,Azul,Bordô,Laranja,Preto,Rosa,Vermelho","56,58,60",Pro Tork,NA,TH1 New Adventure,Integral,NA,NA,NA,NA,NA,NA
223, Capacete Moto Pro Tork New Liberty 4 Preto Brilhante Inmetro ,59,NA,1793,10906,12x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-862630773-capacete-moto-pro-tork-new-liberty-4-preto-brilhante-inmetro-_JM?searchVariation=25195142716,1033,334,141,30,22,#862630773,Preto,"56,58,60",Pro Tork,Capacetes,New Liberty 4,Integral,Simple,ABS,Adultos,Unissex,NA,NA
224, Capacete Sport Moto 788 Automatico Marino Pro Tork Motoboy ,60,NA,210,90,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,791,https://perfil.mercadolivre.com.br/ROYAL+GOLDSHOP,https://produto.mercadolivre.com.br/MLB-1104154155-capacete-sport-moto-788-automatico-marino-pro-tork-motoboy-_JM?searchVariation=27644981797,476,186,89,21,19,#1104154155,"Preto/Vermelho,Branco,Negro Brillante,Preto-fosco,Preto/Branco,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa-chiclete","56,58,60",Pro Tork,sm 788,Sport Moto 788,Integral,NA,NA,NA,NA,NA,NA
225, Capacete Moto X11 Impulse Complex Cores Frete Gratis X11 ,289,NA,31,9,12x,27.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/IFORCE57LV8,https://produto.mercadolivre.com.br/MLB-1201347083-capacete-moto-x11-impulse-complex-cores-frete-gratis-x11-_JM?searchVariation=34531710819,4,0,0,0,0,#1201347083,Branco,"56,58",X11,NA,Wing Impulse Complex,Cross,NA,NA,NA,NA,NA,NA
226, Capacete Pro Tork Aberto New Liberty 3 Moto Original Barato ,60,NA,43,293,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1548,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1167354339-capacete-pro-tork-aberto-new-liberty-3-moto-original-barato-_JM?searchVariation=37125630303,1142,274,100,14,18,#1167354339,Preto Brillante,"56,58,60",Pro Tork,New Liberty,New Liberty Three,Aberto,NA,NA,NA,NA,NA,NA
227, Capacete Moto Masculino Feminino Pro Tork 788 G6 Fosco Neon ,149,NA,96,979,12x,12.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,6,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1102043794-capacete-moto-masculino-feminino-pro-tork-788-g6-fosco-neon-_JM,6,0,0,0,0,#1102043794,"Rosa-néon,Amarelo eagle,Amarelo racing,Azul Edition,Azul eagle,Cinza Neon,Jaws Amarelo 58,Jaws Rosa,Laranja Factory,Laranja Racing,Rosa Factory,Rosa Racing,Rosa-néon,Vermelho Edition,Vermelho neon","56,58,60",Pro Tork,Evolution G6,788,Integral,NA,NA,NA,NA,NA,NA
228, Capacete Pro Tork Sm Sport Moto 788 Automático ,69,NA,3548,2689,12x,6.59,NA,Envio para todo o país,NA,NA,4.4,791,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-824966008-capacete-pro-tork-sm-sport-moto-788-automatico-_JM?searchVariation=15903075440,476,186,89,21,19,#824966008,"Vermelho,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Sport Moto 788,Integral,NA,ABS,NA,NA,NA,NA
229, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Rosa ,139,NA,59,1767,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,2,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1180319848-capacete-moto-fechado-r8-viseira-fum-pro-tork-rosa-_JM?searchVariation=33067442049,0,2,0,0,0,#1180319848,"Rosa,Amarelo,Azul,Azul-claro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,ABS,NA,NA,NA,NA
230, Capacete Moto Feminino Ebf New Spark Flash Preto Fosco Rosa ,149,NA,110,15084,12x,12.49,NA,Envio para todo o país,NA,NA,5,5,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-963100107-capacete-moto-feminino-ebf-new-spark-flash-preto-fosco-rosa-_JM?searchVariation=23770990113,5,0,0,0,0,#963100107,Preto-fosco - Rosa,"56,58,60",EBF,New Spark,Flash,Integral,NA,ABS,NA,NA,NA,NA
231, Capacete Moto Cross Infantil Kids Criança Ck-01 +óculos 788 ,158,NA,18,444,12x,13.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,228,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1201659840-capacete-moto-cross-infantil-kids-crianca-ck-01-oculos-788-_JM?searchVariation=34560341327,187,27,10,3,1,#1201659840,Vermelho,54,Pro Tork,NA,ck-01 kids,Cross,NA,NA,NA,NA,NA,NA
232, 2 Capacetes Aberto New Liberty 3 Moto Promoção Oferta ,149,NA,36,95,12x,14.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1548,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1210914794-2-capacetes-aberto-new-liberty-3-moto-promoco-oferta-_JM?searchVariation=35270347390,1142,274,100,14,18,#1210914794,Varias,56/58/60,Pro Tork,NA,New Liberty Three,Aberto,NA,NA,NA,NA,NA,NA
233, Capacete Moto Xre Lander Tenere Crosser Bros Tornado Ktm ,549,NA,21,1993,12x,45.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,71,https://perfil.mercadolivre.com.br/EMP%C3%93RIODAPE%C3%87A,https://produto.mercadolivre.com.br/MLB-1187982351-capacete-moto-xre-lander-tenere-crosser-bros-tornado-ktm-_JM?searchVariation=33623715174,58,11,1,1,0,#1187982351,Branco/Vermelho,"58,62",X11,NA,CROSSOVER X3-W SV,Cross,NA,NA,NA,NA,NA,NA
