search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes
590, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/POLARIS+VARIEDADES,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=DDGT887ibLEP6GY2kB13JK5cPNd9DXrMR0Y48Wn3%2FB3dIUkhoMpN6RCnScqHHoY9vxjL59lPgtSumz4Buy6nx6%2FUIDZs3328L2t6QrLFqK4ZyAjvC79%2Fmg7dQYWkqD%2BDxv3uGgQTILsOETNiubsfbMIe%2BB4NhzU2PnXNL%2Fc1Jnx3JoH%2BgPl40f2JWVafru9RjWC4O3vmxKBRGKX1pZlhIMPD3qtqD98hg%2F6gDAbpNrG1iAJmsusdNWaMPMPcXpJjAnyocL0iI%2BrZ%2BTwB1o2xhF3%2BC29p3ylA7TvcFsnkzGLHxdGAZXon%2FMj8D2zRk1Mre6O1gdkh3zxM4IzRh%2F3qrrFvKTLm9Xapm4ShjpnVB8ScvZFEUHeQLYMLdsIdY3QJcI5CgcfAQKWZtEfCIVGR%2F%2BnoBfV7utyTMF%2FHbI2iYkKuwUeDykjx4GQ4rSlCRAi4DfU0uVgqVGKAkjXN6ywpQoiBbmUdEGrmamAcrW0NKqz95axZ0ZU%2Bem4XQPfpDP7zOZYzKCAe9OZEQzopin8bx26DFevSuiy6Hb20ploGvW8tcA90gIi5yfVWuoZfpiY3cjtXE3PyzXYTtWxd9bZHfhuTjbZmj5GYa2M3JqJT1LCj%2BCF0MCSdwIwFPmeBMAVrmjjL4UIPwRlkb%2FpMUBBZTW4cwDm5oOLFVrkaytQz4LU4Uk3xQf8CCb7bfySv91RLtQ0IcPT2Q0U4GdkHlRXl0n71B%2BsodcXbp6ZVnC8OcndGdug5%2Fp7Ii3VctL5qGZ7OyV4i%2BEHhj2%2FVoaqrlqcJvkqztHDkHZJCHCisC0iHk%2BqqE7087Wnk%2BeW%2BdnnPujcWWcZZeAYKacQkX8pLgIL1OroCUWW4H5hV0Xw6IiGh%2Fduyxd9Zphb8dDFEeWY2iwW0UaHTbI1s6ax1FgcCOF6OW8Imm0VX804DGc7eeFRK4CiOILDHs6KgEFPc0MAgCtqNix9CwDdzZACV67huIWNPMv2H5wAykiRvUP8jpwgc%2B1vNhevOZn15XWeBzHs9cxYgCKlVwDB2UnusGeYAdni%2FdKc5JtJZYCR%2BbWVcb0Jx3Pb40WLR2dlKVl5y%2FVCVyulnJNqLYgM8pTWQ4w4zIdnBtoOf87kxjozIvSpSQooBqwUjIw7QgZY7Aw1SwFBKauiW4AeH7w%2F3ps47AWdx51FBAcrzKeqdYyFGY9vRQW%2BcYq5sEP47I%2FBVs9bdZrbBsd9UnNz7DGXV%2FYM9lc%2FX%2BEH%2BoM4hhkkcYMn8vyJ16%2FpRojDXHSjOncOAEsU1Ka9FJxj11GLhldBTFNxcrDVUxQaDagzKN0epUenP7Hva4N%2Bqwkl7aCkG%2FTkWSxf%2FT0XOx9oJAkz%2FCVJ9GQqp4XZZE8DJpeMNI9MY5Jip7%2Bzm3bYRJS7tF5Fxq0A%2BMmgsUDqFv44LL85whgyoSkU%2BKn%2FNTdU2Sc%2BxtFUx54TieF6nLtSfYoX4lnbycKIkEwCVoE3ORQNwVRDjE65WrzjO2pPyJaZdY5xwnSmEAjEtNnxev%2FT2wNc%2FOm2o8HRRZN5PveCqCl6NrzUt5HyDpFHV7yZEMqi0yfEKqTCDr%2B3Zh4cSwmFQ%2FdjQ62WeOFwsFgExhtBBO4b5VJK06BnDi7dz2MEl8S9HsNBTrRtY7y965X4AX4tz%2BNM0w7NLt147yPfLR2tmn7rkOZ3kAeRuvs0jeg4PZp%2BAka5QKRKStaFAyMmCaL57quPfcujtC%2BXXVFrWKHpEJwG021oXm4WDBh0ZizdCXHOdRK9qj5ZzwqiInhBPc7Zk123NNRE%2BnfMB6GKqNajc4TsJt8mk%2BG1NsI46bcG5ElicAc3TeTCZ9hr%2B8BXhWCS6%2F3q3rZIFbwoUzwzF3QQ5F2SQlgui%2F580seia6TFWCGnwjV2%2FA1djwtZvuOC2S99qpH8RyVhfwpJkRGIvGkRoCj2qooSaF0ZjfAHqceXwVQDG,NA,NA,NA,NA,NA,#1243055941,Altomex,AL 007 Estilo Charge Mini,NA,20 W,Caixa,NA,80 dB,NA,NA,NA,400 g,Subwoofer,Passivo,"Ar livre, Lazer",4.1,20 Hz,65 Hz,Caixa de Som Portátil,NA,2
591, Caixa De Som Amplificada Multiuso Up!8 Bk Fm/usb/bluetooth ,430,NA,"
			
				Novo
			
			
				
					 - 
				
				42
				vendidos
			
		",(74 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3583
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,7,https://perfil.mercadolivre.com.br/CASADEI_INSTRUMENTOS,https://produto.mercadolivre.com.br/MLB-761622176-caixa-de-som-amplificada-multiuso-up8-bk-fmusbbluetooth-_JM,6,0,1,0,0,#761622176,LL Audio,UP8,NA,55 W,Caixa,NA,NA,NA,NA,NA,NA,Tweeter,Woofer,Som Ambiente,2.1,NA,NA,NA,NA,NA
592," Caixa Som Portátil Amplificada Bluetooth 400w Potente Led Liga/desliga, Bateria Até 6 Hrs, Karaokê Microfone S/fio ",829,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(96 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7923
		
		 sem juros
		
	

	
		",23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,26,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1023958511-caixa-som-portatil-amplificada-bluetooth-400w-potente-led-ligadesliga-bateria-ate-6-hrs-karaok-microfone-sfio-_JM,19,4,3,0,0,#1023958511,Sumay,Thunder Black,NA,400 W,Torre,Auxiliar,NA,NA,NA,NA,NA,Subwoofer,Ativo,De piso,NA,NA,NA,NA,NA,NA
593, 1 Alto Falante Oem 10w 4ohm 2' Polegadas Neodímio Charge 3 ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				24
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 573
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2391,https://perfil.mercadolivre.com.br/MERCATRONIX+SHOPONLINE,https://produto.mercadolivre.com.br/MLB-1224720056-1-alto-falante-oem-10w-4ohm-2-polegadas-neodimio-charge-3-_JM,1771,340,138,52,90,#1224720056,JBL,Charge 3,NA,10 W,Caixa,NA,80 dB,NA,NA,33 mm,NA,Full Range,1,Caixa portátil DIY,2.0,20 kHz,65 Hz,NA,NA,1
594, Caixa De Som Portátil Jbl Party Box 300 Bluetooth - Partybox ,2499,NA,"
			
			
				
				4
				vendidos
			
		",(132 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 20825
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,NA,NA,4.8,38,https://perfil.mercadolivre.com.br/DIRETOCOMVOCE?brandId=1328,https://produto.mercadolivre.com.br/MLB-1235796557-caixa-de-som-portatil-jbl-party-box-300-bluetooth-partybox-_JM,33,4,0,0,1,#1235796557,JBL,PartyBox 300,NA,60 W,Caixa,NA,NA,NA,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,NA,NA,NA
595, Mini Caixa Caixinha De Som Prova D'água Bluetooth Branca ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				20
				vendidos
			
		",(30 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 575
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.0,1,https://perfil.mercadolivre.com.br/ISSOOUAQUILO,https://produto.mercadolivre.com.br/MLB-1179036687-mini-caixa-caixinha-de-som-prova-dagua-bluetooth-branca-_JM,NA,NA,NA,NA,NA,#1179036687,NA,Bts06,NA,4 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596, Potente Caixa De Som Bluetooth Microfone Mp3 Player Radio Fm ,139,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1337
		
		 sem juros
		
	

	
		",37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1971,https://perfil.mercadolivre.com.br/VARIEDADESBIA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=wpRiVST1UkZW4Ihr8TK0oQpjaVElV5%2B04DG4J5Z2jBjOPasqIAoZmkz%2BAVIUcxfVWeIg49jhHhYLrUkviZyh7L13GK3wipGZl9OjTF%2FsS3dhU3xB3%2FN9%2FQ5DqBeU8nsvmvtY3FATO48kbw4QjvmPMLZknYeCo3nf9fxcwdfOOAzJUEgzGA9uVu4wqvYdAVPr2F2xWDCb0VpXqGHCUx7k2mDaztfsrKF1j5%2F7PpZMNjfvnWLz7Xe3jCEDhs6gANeuNkeYeMVmaolqdjd0GkGr%2F0lpqv6ZHiZxxJA7BLuYCyKRXx2pHhP7s%2Biglki1BsVXJma%2Bcg%2BTVz62pUH5QfFkXfZinkNDwgIoKm5weg9Ey0pr%2FNyYsPqrFJvfBdzbQsViV%2BObhAZYO24MZ3w5igP0zGqsYw3dK%2Fz9hAYEDEqdgAk3OnSvrBGQA7w7Ajtj3z6fDB0l3hiXZfHpHPy8Iheu6jT7pTxW5Njwq1kdKOtUJUZxjlNpUcwPK6CwwieroASyN7sqN6LNd7BHPutcjny1eW7inYVKswdiUz6iImjsy0TT7ec8IhAa0kOtEv6hw4Kv1Z%2FZv1q0BHRZyAKtiNNw%2FwE1ZU1KAg5%2FT8cmQDIuwlv0IaS9gisSRWDLefhmk%2FLfIcj1VW5PAxgxvAyKiGOeL1DSCjLOF%2BbDYUpJq6ok5cpIvRbU5yl6t0r08QKdDIp9EMgsi4izhuSNdpPwtKrgXSHq7KKrUn4fQnOQZlRnLg2DYinX9r%2F8G4bX1Nyx0x4iUb0D7Pv1N24HBC7ZJfo8rHRPdM33DzY8xMihXdY2iXO8fcsvEzMUHxivgo%2Frgt%2BANvpoUYq4AYyLAUCjctz0UEE%2Fhjo4%2FYEEO%2FXsg%2FfVQeyRUloL3h%2F0YWPxUuibRqjyTOI%2F3Ia6GqHPAe8y%2F758Wj2A1Cm8ALHLnIvVjPwBdLx3uQG7w%2BvN4ywAsNBNhiNxPuVOM4aPOkKGPZga5QzUiNqPWy33bSzawayEAUxRcC27tDJaku%2B9o8e0dJlw%2FuqObwoX7Z9dDYxd%2B7y58JIEYBWmGIhwAuygJ7I7q8GEJxqBcentH6%2FIKVsM089MEWBuYgJuTBoU5f29bMUg1pDSOs%2BT5EayVyHaXu0SgGvNjKmifALpT8YzEj%2FQov%2FgfYsYMin7qVHyPcthsCzYgj68vst%2B4LLgvotLpQ3wlTu1IxxF%2F3DFhEeyymutBsKEZXF2t8sM90c3LiBZg0o5pJQk0MhosuofkEDYS0y5YOLgAl%2BDAMkwVyt%2F10iQJUIcUS7vD%2B1d1DiHta0RKoE1Fa5rK0c%2BP4Bkz9YDT90vNJ1u0go7zCEBZvmeFwhAVi%2FYD5hUWLmzNBLSAbZJ6xo36IowvcXyzxqur%2FMVucsWKfXByPqLCcB%2Fw%2BL42IJKwfZQV9ctIintsvDx9KYPJVt2Oza%2B5UdWuspPSRxnDD5vKYzSGDhslaKvjHy680kqSEqkA2xxjAx0VJU0YCk1d2bgU0n60nHKxXfK71U0kGHy45UzxXYiwsMmkKw439uDB0nAkffW34NGIBCH%2FX4ctRugPX07EjD9dIz7XAhACVL2XcwT4lL0bejooHtP0m0bHdsqW4JWQXmidtLrM7woi%2FeApdTNvSlytoyAPhYKskvg0f2T9AsXxdZ%2FB0OFoGbsUje9kcrFFzAEucMgzHKMJU8qgMpoeWFzlTtOKWk5a5%2FjDziwhpk1zkR5B%2FQDslAI39635zxae%2FQGcyOnggYzBG37qnmIWR%2BB6OseTPLDf1BEZxkSbJ2FbUUwb1t5A30ihmhpSM%2FW4kXPPHK%2FmS8H6HEifoR08eDvcpw4mruaG8TNtsbJuUV2wTTQw39ATPOGnrU7pabMZXV9EfiK9CWmwX9Af%2B%2FvdKwn4%2FSu0zj09%2BXP66UgYaKfAj4O,1264,346,191,69,101,#1289178947,JBL,Xtreme,NA,40 W,Caixa,"USB, Leitor SD, Auxiliar",80 dB,NA,NA,NA,780 g,Subwoofer,Tweeter,Portatil,5.1,20 kHz,70 Hz,NA,NA,2
597, Caixa De Som Portátil 10w Bluetooth Bulldog Aux Sd ,25,NA,"
			
				Novo
			
			
				
					 - 
				
				69
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 565
		
		 sem juros
		
	

	
		",65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/MLC.ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1092135817-caixa-de-som-portatil-10w-bluetooth-bulldog-aux-sd-_JM,NA,NA,NA,NA,NA,#1092135817,Aerobull Speaker,Aerobull,NA,10 W,Caixa,NA,NA,NA,NA,NA,400 g,NA,Subwoofer,NA,NA,NA,NA,Aerobull Speaker,NA,NA
598, Caixa Som Bluetooth Jbl Go 2 Laranja Original Com Garantia ,205,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1708
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1605,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://produto.mercadolivre.com.br/MLB-1142815773-caixa-som-bluetooth-jbl-go-2-laranja-original-com-garantia-_JM,1473,102,19,5,6,#1142815773,JBL,GO 2,NA,3 W,NA,NA,80 dB,NA,NA,NA,NA,caixa,Passivo,"area externa, mesa",NA,20 kHz,180 Hz,NA,NA,NA
599, Caixa De Som Sony Srs-xb01 Bluetooth Portátil Preta ,176,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1473
		
		 sem juros
		
	

	
		",73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/EPOCAECOMMERCE,https://produto.mercadolivre.com.br/MLB-1178632532-caixa-de-som-sony-srs-xb01-bluetooth-portatil-preta-_JM,NA,NA,NA,NA,NA,#1178632532,Sony,SRS-XB01,NA,3 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,EXTRA BASS,NA,NA
600, Caixa Som Ambiente Jbl C621 Par Selenium C621p 100w - Loja ,529,NA,"
			
				Novo
			
			
				
					 - 
				
				28
				vendidos
			
		",(53 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4408
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM4,https://produto.mercadolivre.com.br/MLB-1010026066-caixa-som-ambiente-jbl-c621-par-selenium-c621p-100w-loja-_JM,NA,NA,NA,NA,NA,#1010026066,JBL,C-621,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woofer,NA,NA,NA,20 kHz,20 Hz,Ambientare,NA,NA
601, Caixa De Som A Prova D Agua Banho - Preto ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				16
				vendidos
			
		",(34 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 594
		
		 sem juros
		
	

	
		",94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUMIXSHOP,https://produto.mercadolivre.com.br/MLB-1159461267-caixa-de-som-a-prova-d-agua-banho-preto-_JM,NA,NA,NA,NA,NA,#1159461267,Importado,Importado,NA,3 W,NA,NA,80 dB,NA,NA,NA,130 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
602, Caixa De Som Portátil Jbl Tuner Fm Bluetooth ,409,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3415
		
		 sem juros
		
	

	
		",15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETROPONTOCOMLTDA,https://produto.mercadolivre.com.br/MLB-1273765639-caixa-de-som-portatil-jbl-tuner-fm-bluetooth-_JM,NA,NA,NA,NA,NA,#1273765639,JBL,Tuner,NA,5 W,NA,NA,NA,NA,NA,NA,445 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
603, Caixa Amplific Som Bluetooth Bazuka Xb860 Polyvox 240w Usb ,879,NA,"
			
				Novo
			
			
				
					 - 
				
				16
				vendidos
			
		",(19 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7332
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINE+ROMA,https://produto.mercadolivre.com.br/MLB-1083160319-caixa-amplific-som-bluetooth-bazuka-xb860-polyvox-240w-usb-_JM,NA,NA,NA,NA,NA,#1083160319,Polyvox,XB860,NA,NA,NA,USB,NA,NA,NA,NA,8 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
604, Caixa De Som Bluetooth Jbl Flip 4 Edição Preto Original ,415,NA,"
			
				Novo
			
			
				
					 - 
				
				27
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3458
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,526,https://perfil.mercadolivre.com.br/REDE_VENDAS1,https://produto.mercadolivre.com.br/MLB-1152071883-caixa-de-som-bluetooth-jbl-flip-4-edico-preto-original-_JM,473,38,8,3,4,#1152071883,JBL,Flip 4,NA,16 W,NA,NA,80 dB,NA,NA,NA,0.515 kg,NA,Ativo,NA,NA,NA,NA,Flip Series,NA,NA
605, Caixa De Som Boombox Potente 60w Bluetooth Sd Fm Aux ,324,NA,"
			
				Novo
			
			
				
					 - 
				
				18
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2700
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,559,https://perfil.mercadolivre.com.br/CELIAGOMESHENRIQUE,https://produto.mercadolivre.com.br/MLB-1296358929-caixa-de-som-boombox-potente-60w-bluetooth-sd-fm-aux-_JM,439,49,21,21,29,#1296358929,JBL,Boombox Gigante,NA,60 W,Caixa,NA,NA,NA,NA,NA,NA,Subwoofer,Passivo,De piso,5.1,NA,NA,NA,NA,NA
606, Caixa Som Bluetooth Portátil Bulldog Francês Cachorro E Late ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				14
				vendidos
			
		",(986 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 740
		
		 sem juros
		
	

	
		",40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1297050002-caixa-som-bluetooth-portatil-bulldog-francs-cachorro-e-late-_JM,NA,NA,NA,NA,NA,#1297050002,Altomex,M 12,NA,5 W,Cachorro,USB,NA,NA,NA,NA,NA,Ativo/Passivo,Woofer,Mesa,5.1,NA,NA,NA,NA,NA
607, Caixa De Som Jbl Bar Studio 2.0 Soundbar Bluetooth Wireless ,679,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",1,"
	
		
			
		
		12x 
		
			
				R$ 5667
		
		 sem juros
		
	

	
		",67,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/RW-CAR,https://produto.mercadolivre.com.br/MLB-1099020997-caixa-de-som-jbl-bar-studio-20-soundbar-bluetooth-wireless-_JM,NA,NA,NA,NA,NA,#1099020997,JBL,bar studio,NA,NA,NA,Auxiliar,NA,NA,NA,NA,1.4 kg,NA,NA,NA,NA,20 kHz,20 Hz,Studio,NA,NA
608, Caixa Som Amplificada Cm600 Bluetooth Usb 600w Frahm Bivolt ,740,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6175
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETROCLASSE+COMERCI,https://produto.mercadolivre.com.br/MLB-1185557583-caixa-som-amplificada-cm600-bluetooth-usb-600w-frahm-bivolt-_JM,NA,NA,NA,NA,NA,#1185557583,Frahm,CM600,NA,600 W,NA,NA,NA,NA,NA,NA,6.3 kg,NA,NA,NA,NA,NA,NA,CM,NA,NA
609, Caixa Caixinha Som Amplificada Bluetooth Mp3 Usb Cartao 220b ,94,NA,"
			
				Novo
			
			
				
					 - 
				
				304
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 785
		
		 sem juros
		
	

	
		",85,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,9,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-952629018-caixa-caixinha-som-amplificada-bluetooth-mp3-usb-cartao-220b-_JM,4,3,0,0,2,#952629018,Goldenultra,MS-220BT / GT-259BT / GT-262BT / D-BH1060,NA,12 W,NA,Auxiliar,80 dB,NA,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,Mobile Multimedia Speaker,110V/220V (Bivolt),3
610, Caixa Som Bluetooth Jbl 16w Ios Android Vermelho Flip4 ,444,NA,"
			
			
				
				39
				vendidos
			
		",(139 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4249
		
		 sem juros
		
	

	
		",49,NA,Envio para todo o país,NA,NA,4.9,94,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1023622919-caixa-som-bluetooth-jbl-16w-ios-android-vermelho-flip4-_JM,86,7,0,0,1,#1023622919,JBL,Flip 4,Vermelho,16 W,Caixa,NA,80 dB,175 mm,66 mm,66 mm,NA,NA,Ativo,NA,NA,NA,NA,Flip Series,NA,NA
611, Caixa De Som Trc 436 350w Bluethooth Usb Bivolt - Nf E Gtia ,699,NA,"
			
				Novo
			
			
				
					 - 
				
				17
				vendidos
			
		",(19 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5833
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RCKAUDIO,https://produto.mercadolivre.com.br/MLB-1149793474-caixa-de-som-trc-436-350w-bluethooth-usb-bivolt-nf-e-gtia-_JM,NA,NA,NA,NA,NA,#1149793474,TRC,436,NA,350 W,Caixa,USB,NA,NA,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,TRC AMPLIFICADA,Bivolt,NA
612, Caixa Acustica Amplificada Staner 10 Titânio 110w Sr-110a ,1249,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10408
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STOCKCARNET,https://produto.mercadolivre.com.br/MLB-1062650906-caixa-acustica-amplificada-staner-10-titnio-110w-sr-110a-_JM,NA,NA,NA,NA,NA,#1062650906,Staner,SR110,NA,110 W,Caixa,NA,NA,460 mm,240 mm,300 mm,9.5 kg,Woofer,Woofer,NA,NA,NA,NA,NA,NA,NA
613, Caixa Bluetooth Som Portatil Taramps Bt10 Bt-10 3w Rms ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				14
				vendidos
			
		",(86 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 668
		
		 sem juros
		
	

	
		",68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,56,https://perfil.mercadolivre.com.br/CANTAODASANTA,https://produto.mercadolivre.com.br/MLB-1261556024-caixa-bluetooth-som-portatil-taramps-bt10-bt-10-3w-rms-_JM,48,7,1,0,0,#1261556024,Taramps,BT 10,NA,3 W,Caixa,Auxiliar,NA,8.5 cm,4.3 cm,7.8 cm,NA,Woofer,Ativo,Portátil,2.1,NA,NA,NA,NA,1
614, Caixa Som Jbl À Prova D Água 30 W Preta Jblcharge4blk ,727,NA,"
			
			
				
				5
				vendidos
			
		",(357 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6066
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1231031280-caixa-som-jbl-prova-d-agua-30-w-preta-jblcharge4blk-_JM,NA,NA,NA,NA,NA,#1231031280,JBL,NA,Preto,30 W,NA,USB,80 dB,95 mm,93 mm,220 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615, Caixa Jbl Boombox Original Lacrada Black ,1749,NA,"
			
				Novo
			
			
				
					 - 
				
				67
				vendidos
			
		",(53 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 14575
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,559,https://perfil.mercadolivre.com.br/RCAR+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1035860701-caixa-jbl-boombox-original-lacrada-black-_JM,439,49,21,21,29,#1035860701,JBL,bombox,NA,60 W,Caixa,NA,NA,NA,1 m,NA,NA,NA,Subwoofer,De piso,7.1,NA,NA,NA,NA,NA
616, Mini Caixa Caixinha De Som Potente Barata Lançamento Usb Sd ,19,NA,"
			
				Novo
			
			
				
					 - 
				
				69
				vendidos
			
		",(951 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 707
		
		 sem juros
		
	

	
		",07,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/MRCIAJAQUELINECASTRODELIMA,https://produto.mercadolivre.com.br/MLB-1267304930-mini-caixa-caixinha-de-som-potente-barata-lancamento-usb-sd-_JM,NA,NA,NA,NA,NA,#1267304930,JBL,ws887 Mini Caixa Caixinha de som Potente Barata Lançamento USB SD,NA,5 W,portátil,USB,NA,NA,NA,NA,NA,podt´s,portátil,aleatório,fm,NA,NA,NA,NA,NA
